License Number,Business Name,DBA/Trade Name,Business Unique ID,Business Category,License Type,License Status,Initial Issuance Date,Expiration Date,Details,Contact Phone,Address Type,Building Number,Street1,Street2,Street3,Unit Type,Apt/Suite,City,State,ZIP Code,Borough,Community Board,Council District,BIN,BBL,NTA,Census Block (2010),Census Tract (2010),Latitude,Longitude
0363400-DCA,"NAEGELE, DOROTHY",D NAEGELE,BA-1449917-2022,Garage & Parking Lot,Premises,Surrendered,03/20/1997,03/31/2023,,7277336894,Complete Address,457,SENECA AVENUE,,,,,RIDGEWOOD,NY,11385,Queens,405.0,34.0,4000000.0,4034300008.0,QN20,2000.0,545.0,40.70617,-73.913361
1133060-DCA,CROYDEN PARKING LLC,,BA-1202501-2022,Garage & Parking Lot,Premises,Surrendered,03/11/2003,03/31/2023,Vehicle Capacity: 72; Bicycle Capacity: 7,2129562280,Complete Address,12,EAST   86 STREET,,,,,NEW YORK,NY,10028,Manhattan,108.0,4.0,1046830.0,1014970009.0,MN40,2000.0,15001.0,40.7813,-73.959901
2010314-DCA,4 SQUARE MANAGEMENT LLC,,BA-1120817-2022,Garage & Parking Lot,Premises,Out of Business,07/03/2014,03/31/2025,,2123606300,Complete Address,53,BROADWAY,,,,,BROOKLYN,NY,11249,Brooklyn,301.0,34.0,3413222.0,3024707501.0,BK73,2013.0,549.0,40.71061,-73.966581
0954225-DCA,BRIDGE VIEW AUTO SERVICE CENTER INC.,,BA-1104969-2022,Garage & Parking Lot,Premises,Expired,03/20/1997,03/31/2023,,2122266465,Complete Address,26,FORSYTH ST,,,,,NEW YORK,NY,10002,Manhattan,103.0,1.0,1079630.0,1002920007.0,MN27,3002.0,16.0,40.71492,-73.994477
0900505-DCA,CHIVIAN GARAGE CORP.,,BA-1192087-2022,Garage & Parking Lot,Premises,Surrendered,04/03/1997,03/31/2023,Vehicle Capacity: 98; Bicycle Capacity: 9,2129562280,Complete Address,101,WEST   12 STREET,,,,,NEW YORK,NY,10011,Manhattan,102.0,3.0,1010619.0,1006080039.0,MN23,2000.0,71.0,40.73622,-73.998228
0948832-DCA,WEST END TOWERS GARAGE CORP.,,BA-1507236-2022,Garage & Parking Lot,Premises,Surrendered,10/01/1996,03/31/2023,Vehicle Capacity: 375; Bicycle Capacity: 21,2129562280,Complete Address,55,WEST END AVENUE,,,,,NEW YORK,NY,10023,Manhattan,107.0,6.0,1087719.0,1011710063.0,MN14,4003.0,151.0,40.77345,-73.989129
2024735-DCA,SP PLUS CORPORATION,,BA-1511361-2022,Garage & Parking Lot,Premises,Voided,06/23/2015,03/31/2025,Vehicle Capacity: 137; Bicycle Capacity: 14,2123217542,Complete Address,133,WEST   22 STREET,,,,,NEW YORK,NY,10011,Manhattan,104.0,3.0,1087723.0,1007987506.0,MN13,1004.0,91.0,40.74269,-73.99436
2020396-DCA,WOC CIELO GARAGE COMPANY LLC,,BA-1510626-2022,Garage & Parking Lot,Premises,Expired,04/02/2015,03/31/2023,Vehicle Capacity: 44; Bicycle Capacity: 0,9174359292,Complete Address,436,E 83RD ST,,,,,NEW YORK,NY,10028,Manhattan,108.0,5.0,1087459.0,1015627501.0,MN32,1001.0,136.0,40.77453,-73.94989
2018925-DCA,SP PLUS CORPORATION,,BA-1552454-2022,Garage & Parking Lot,Premises,Expired,03/03/2015,03/31/2023,Vehicle Capacity: 227; Bicycle Capacity: 20,2125025490,Complete Address,10440,QUEENS BOULEVARD,,,,,FOREST HILLS,NY,11375,Queens,406.0,29.0,4433858.0,4031750001.0,QN17,1000.0,71305.0,40.72371,-73.848879
0904395-DCA,RMG PARKING CORP.,CAR PARK,BA-1564076-2022,Garage & Parking Lot,Premises,Expired,03/27/1998,03/31/2023,,2125821951,Complete Address,610,WEST   46 STREET,,,,,NEW YORK,NY,10036,Manhattan,104.0,3.0,1089492.0,1010930021.0,MN15,2002.0,129.0,40.76355,-73.996888
2003561-DCA,LUPOLI REALTY LLC,,BA-1338293-2022,Garage & Parking Lot,Premises,Expired,02/13/2014,03/31/2023,Vehicle Capacity: 55; Bicycle Capacity: 6,5169875082,Complete Address,2915,40TH RD,,,,,LONG IS CITY,NY,11101,Queens,401.0,26.0,4004863.0,4004020016.0,QN68,2008.0,31.0,40.75154,-73.935777
2021771-DCA,SP PLUS CORPORATION,,BA-1562263-2022,Garage & Parking Lot,Premises,Voided,04/28/2015,03/31/2025,Vehicle Capacity: 226; Bicycle Capacity: 20,2123217542,Complete Address,101,WORTH STREET,,,,,NEW YORK,NY,10013,Manhattan,101.0,1.0,1086161.0,1001700020.0,MN24,1011.0,31.0,40.71605,-74.004015
1335617-DCA,GARSCH GARAGE CORP.,,BA-1219742-2022,Garage & Parking Lot,Premises,Expired,07/26/2011,03/31/2023,Vehicle Capacity: 150; Bicycle Capacity: 15,6313310421,Complete Address,567,AMSTERDAM AVENUE,,,,,NEW YORK,NY,10024,Manhattan,107.0,6.0,1032228.0,1012180001.0,MN12,2000.0,173.0,40.78861,-73.974324
2021755-DCA,SP PLUS CORPORATION,,BA-1530551-2022,Garage & Parking Lot,Premises,Expired,04/28/2015,03/31/2023,Vehicle Capacity: 132; Bicycle Capacity: 13,2125025490,Complete Address,6575,SAUNDERS STREET,,,,,REGO PARK,NY,11374,Queens,406.0,29.0,4072164.0,4030860040.0,QN17,4001.0,71306.0,40.72729,-73.85731
2021912-DCA,SP PLUS CORPORATION,,BA-1539631-2022,Garage & Parking Lot,Premises,Voided,04/30/2015,03/31/2025,Vehicle Capacity: 371; Bicycle Capacity: 22,2125025490,Complete Address,4,WORLD FINANCIAL CTR,,,,,NEW YORK,NY,10080,Manhattan,101.0,1.0,1000060.0,1000160150.0,MN25,1001.0,31703.0,40.71453,-74.015673
1416794-DCA,CP PARKING CORP.,,BA-1202716-2022,Garage & Parking Lot,Premises,Surrendered,01/05/2012,03/31/2023,,7188868900,Complete Address,3702,COLLEGE POINT BOULEVARD,,,,,FLUSHING,NY,11354,Queens,407.0,20.0,4620250.0,4049630085.0,QN22,2008.0,871.0,40.76006,-73.83487
2014860-DCA,"LAZ PARKING NEW YORK/NEW JERSEY, LLC",,BA-1345319-2022,Garage & Parking Lot,Premises,Expired,10/22/2014,03/31/2023,,7104042575,Complete Address,228,WATER STREET,,,,,NEW YORK,NY,10038,Manhattan,101.0,1.0,,,MN25,3011.0,1501.0,40.70776,-74.002958
0469511-DCA,JAY B. REALTY CORPORATION,,BA-1372229-2022,Garage & Parking Lot,Premises,Surrendered,03/12/1997,03/31/2025,,2122658189,Complete Address,356,WEST   52 STREET,,,,,NEW YORK,NY,10019,Manhattan,104.0,3.0,1090939.0,1010420054.0,MN15,2000.0,133.0,40.76434,-73.987113
1439430-DCA,CHAMPION PARKING 90 LLC,,BA-1206815-2022,Garage & Parking Lot,Premises,Surrendered,08/07/2012,03/31/2025,Vehicle Capacity: 268; Bicycle Capacity: 20,2123085959,Complete Address,60,E 90TH ST,,,,,NEW YORK,NY,10128,Manhattan,108.0,4.0,1046972.0,1015017501.0,MN40,1001.0,15002.0,40.78318,-73.956405
1215447-DCA,MAY PARKING CORP.,,BA-1420123-2022,Garage & Parking Lot,Premises,Expired,12/02/2005,03/31/2023,Vehicle Capacity: 25; Bicycle Capacity: 0,2127373279,Complete Address,330,EAST   70 STREET,,,,,NEW YORK,NY,10021,Manhattan,108.0,5.0,1044826.0,1014440031.0,MN31,8000.0,126.0,40.76683,-73.95778
1084607-DCA,SP PLUS CORPORATION,,BA-1504620-2022,Garage & Parking Lot,Premises,Voided,06/18/2001,03/31/2025,Vehicle Capacity: 230; Bicycle Capacity: 20,2123217542,Complete Address,4140,UNION STREET,,,,,FLUSHING,NY,11355,Queens,407.0,20.0,4114294.0,4050457501.0,QN22,1003.0,853.0,40.75831,-73.825497
0905127-DCA,15 WEST 72ND STREET CORP.,,BA-1104829-2022,Garage & Parking Lot,Premises,Expired,03/26/1997,03/31/2023,Vehicle Capacity: 176; Bicycle Capacity: 18,2128661000,Complete Address,15,WEST   72 STREET,,,,,NEW YORK,NY,10023,Manhattan,107.0,6.0,1028636.0,1011250024.0,MN14,2001.0,157.0,40.77671,-73.977102
0854269-DCA,SIFNOS REALTY CORP.,,BA-1494663-2022,Garage & Parking Lot,Premises,Expired,09/25/1998,03/31/2023,,7189379050,Complete Address,4008,CRESCENT STREET,,,,,LONG ISLAND CIT,NY,11101,Queens,401.0,26.0,4004921.0,4004070027.0,QN68,2003.0,33.0,40.75323,-73.93819
2022433-DCA,SP PLUS CORPORATION,,BA-1549256-2022,Garage & Parking Lot,Premises,Voided,05/08/2015,03/31/2025,Vehicle Capacity: 424; Bicycle Capacity: 22,2125025490,Complete Address,200,CENTRAL PARK,,,,,NEW YORK,NY,10024,Manhattan,164.0,6.0,1000000.0,1011110001.0,MN99,1020.0,143.0,40.78237,-73.965238
2019795-DCA,SP PLUS CORPORATION,,BA-1566228-2022,Garage & Parking Lot,Premises,Voided,03/20/2015,03/31/2025,Vehicle Capacity: 152; Bicycle Capacity: 15,2123217542,Complete Address,120,WEST   21 STREET,,,,,NEW YORK,NY,10011,Manhattan,104.0,3.0,1014753.0,1007960048.0,MN13,1001.0,87.0,40.74196,-73.994572
2018266-DCA,SP PLUS CORPORATION,,BA-1544104-2022,Garage & Parking Lot,Premises,Voided,02/12/2015,03/31/2025,Vehicle Capacity: 2150; Bicycle Capacity: 23,(212) 321-7542,Complete Address,115,FORT WASHINGTON AVE,,,,,NEW YORK,NY,10032,Manhattan,112.0,10.0,1063347.0,1021360245.0,MN36,5001.0,247.0,40.83933,-73.943416
0999137-DCA,9-11 LLC,,BA-1103578-2022,Garage & Parking Lot,Premises,Expired,05/11/2006,03/31/2023,Vehicle Capacity: 150; Bicycle Capacity: 15,212-686-9800,Complete Address,9,PARK AVE,,,,,NEW YORK,NY,10016,Manhattan,106.0,4.0,1018515.0,1008900003.0,MN20,1000.0,72.0,40.74731,-73.981161
2006032-DCA,47 operating llc,,BA-1119672-2022,Garage & Parking Lot,Premises,Expired,04/10/2014,03/31/2023,Vehicle Capacity: 135; Bicycle Capacity: 11,212-575-5335,Complete Address,3102,47 AVENUE,,,,,LONG ISLAND CITY,NY,11101,Queens,402.0,26.0,4003539.0,4002810001.0,QN31,1005.0,199.0,40.74305,-73.935601
2022200-DCA,SP PLUS CORPORATION,,BA-1560023-2022,Garage & Parking Lot,Premises,Voided,05/05/2015,03/31/2025,Vehicle Capacity: 88; Bicycle Capacity: 8,2125025490,Complete Address,340,EAST   80 STREET,,,,,MANHATTAN,NY,10021,Manhattan,108.0,5.0,1049251.0,1015420019.0,MN32,8000.0,138.0,40.77333,-73.952945
0881123-DCA,"AIRPARK LGA., INC.",,BA-1110147-2022,Garage & Parking Lot,Premises,Expired,05/13/2003,03/31/2023,,7188988400,Complete Address,9911,DITMARS BLVD,,,,,EAST ELMHURST,NY,11369,Queens,403.0,21.0,4040808.0,4016340101.0,QN27,2000.0,357.0,40.77098,-73.872596
1429823-DCA,"IMPERIAL PARKING (U.S.), LLC",,BA-1285499-2022,Garage & Parking Lot,Premises,Expired,05/16/2012,03/31/2025,,3472733569,Complete Address,462,10 AVENUE,,,,,NEW YORK,NY,10018,Manhattan,104.0,3.0,1000000.0,1007330068.0,MN13,2002.0,111.0,40.75578,-73.998264
0962302-DCA,VIP CAPITAL PARKING CORPORATION,,BA-1556882-2022,Garage & Parking Lot,Premises,Expired,05/30/1997,03/31/2023,Vehicle Capacity: 21; Bicycle Capacity: 0,2129253331,Complete Address,298,MULBERRY STREET,,,,,NEW YORK,NY,10012,Manhattan,102.0,2.0,1008180.0,1005210001.0,MN23,2008.0,5502.0,40.72524,-73.994754
2024291-DCA,552 50th AVE INC,,BA-1111631-2022,Garage & Parking Lot,Premises,Expired,06/12/2015,03/31/2023,,718-387-7000,Complete Address,552,50TH AVE,,,,,LONG ISLAND CITY,NY,11101,Queens,402.0,26.0,4000000.0,4000330045.0,QN31,4011.0,7.0,40.7431,-73.95607
0699244-DCA,79TH STREET PARKING LLC,,BA-1093690-2022,Garage & Parking Lot,Premises,Expired,05/11/2006,03/31/2023,Vehicle Capacity: 61; Bicycle Capacity: 6,2126869800,Complete Address,900,PARK AVENUE,,,,,NEW YORK,NY,10075,Manhattan,108.0,4.0,1046471.0,1014917501.0,MN40,2002.0,142.0,40.77602,-73.960768
0831034-DCA,"3223 JOHNSON SERVICES, INC.",,BA-1130641-2022,Garage & Parking Lot,Premises,Expired,03/19/1997,03/31/2023,Vehicle Capacity: 36; Bicycle Capacity: 0,718-543-5219,Complete Address,3223,JOHNSON AVENUE,,,,,BRONX,NY,10463,Bronx,208.0,11.0,2084110.0,2057870177.0,BX29,2000.0,297.0,40.88424,-73.910428
2021507-DCA,SP PLUS CORPORATION,,BA-1540235-2022,Garage & Parking Lot,Premises,Voided,04/22/2015,03/31/2025,Vehicle Capacity: 77; Bicycle Capacity: 8,2123217542,Complete Address,45,EAST END AVENUE,,,,,NEW YORK,NY,10028,Manhattan,108.0,5.0,1051379.0,1015890034.0,MN32,5001.0,136.0,40.77194,-73.946942
1192089-DCA,"A.R.M. PARKING, LLC",,BA-1114765-2022,Garage & Parking Lot,Premises,Surrendered,03/30/2005,03/31/2025,Vehicle Capacity: 50; Bicycle Capacity: 0,6312659045,Complete Address,710,61ST ST,,,,,BROOKLYN,NY,11220,Brooklyn,307.0,38.0,3143881.0,3057940012.0,BK34,2005.0,118.0,40.63594,-74.011883
1431478-DCA,SP PLUS CORPORATION,,BA-1544645-2022,Garage & Parking Lot,Premises,Surrendered,05/25/2012,03/31/2025,Vehicle Capacity: 142; Bicycle Capacity: 14,2125025490,Complete Address,70,W 95TH ST,,,,,NEW YORK,NY,10025,Manhattan,107.0,6.0,1079519.0,1012080001.0,MN12,4000.0,181.0,40.79195,-73.967483
2022175-DCA,SP PLUS CORPORATION,,BA-1548474-2022,Garage & Parking Lot,Premises,Voided,05/05/2015,03/31/2025,Vehicle Capacity: 232; Bicycle Capacity: 20,2125025490,Complete Address,200,LIBERTY STREET,,,,,NEW YORK,NY,10281,Manhattan,101.0,1.0,1000057.0,1000160120.0,MN25,1000.0,31704.0,40.71142,-74.015442
1268885-DCA,"BOND STREET GARAGE, LLC",,BA-1126310-2022,Garage & Parking Lot,Premises,Surrendered,09/26/2007,03/31/2025,Vehicle Capacity: 48; Bicycle Capacity: 0,2128887400,Complete Address,25,BOND STREET,,,,,NEW YORK,NY,10012,Manhattan,102.0,2.0,1087669.0,1005297508.0,MN23,1002.0,5502.0,40.72637,-73.993582
1213004-DCA,FIRST FLEET PARKING LLC,,BA-1230981-2022,Garage & Parking Lot,Premises,Expired,10/20/2005,03/31/2023,,7183924600,Complete Address,3815,QUEENS BOULEVARD,,,,,LONG IS CITY,NY,11101,Queens,402.0,26.0,4003139.0,4002190034.0,QN31,1014.0,179.0,40.74411,-73.926824
2001375-DCA,SP PLUS CORPORATION,,BA-1563100-2022,Garage & Parking Lot,Premises,Expired,12/06/2013,03/31/2023,Vehicle Capacity: 270; Bicycle Capacity: 21,2123217542,Complete Address,351,JAY ST,,,,,BROOKLYN,NY,11201,Brooklyn,302.0,33.0,3319418.0,3001470004.0,BK38,1008.0,11.0,40.69288,-73.987256
1356319-DCA,F & R PARKING LOT CORP.,,BA-1192373-2022,Garage & Parking Lot,Premises,Surrendered,06/01/2010,03/31/2025,Vehicle Capacity: 90; Bicycle Capacity: 9,7183295670,Complete Address,65,NEW YORK AVE,,,,,BROOKLYN,NY,11216,Brooklyn,308.0,36.0,3029823.0,3012020005.0,BK61,4000.0,313.0,40.67789,-73.946949
0901540-DCA,9-11 WEST 100TH STREET CORP.,,BA-1089918-2022,Garage & Parking Lot,Premises,Expired,03/26/1997,03/31/2023,Vehicle Capacity: 75; Bicycle Capacity: 8,2128661000,Complete Address,9-11,WEST  100 STREET,,,,,NEW YORK,NY,10025,Manhattan,107.0,7.0,1055299.0,1018360027.0,MN12,2002.0,189.0,40.79436,-73.96313
1241015-DCA,1430 INWOOD LLC,,BA-1124887-2022,Garage & Parking Lot,Premises,Expired,10/06/2006,03/31/2023,Vehicle Capacity: 140; Bicycle Capacity: 14,5167791399,Complete Address,1430,INWOOD AVE,,,,,BRONX,NY,10452,Bronx,204.0,16.0,2008307.0,2028570071.0,BX26,1003.0,219.0,40.84127,-73.918458
0369823-DCA,PARKLEX GARAGE INC.,,BA-1424656-2022,Garage & Parking Lot,Premises,Expired,03/28/1997,03/31/2023,Vehicle Capacity: 150; Bicycle Capacity: 15,2124072516,Complete Address,345,PARK AVENUE,,,,,NEW YORK,NY,10154,Manhattan,105.0,4.0,1036460.0,1013060001.0,MN19,1004.0,100.0,40.75817,-73.973246
2018539-DCA,PEAK TIME PARKING INC.,,BA-1419056-2022,Garage & Parking Lot,Premises,Surrendered,02/20/2015,03/31/2023,Vehicle Capacity: 60; Bicycle Capacity: 6,9174705093,Complete Address,4469,BROADWAY,,,,,NEW YORK,NY,10040,Manhattan,112.0,10.0,1064467.0,1021800513.0,MN35,5001.0,279.0,40.85747,-73.932248
2021340-DCA,SP PLUS CORPORATION,,BA-1547117-2022,Garage & Parking Lot,Premises,Voided,04/20/2015,03/31/2025,Vehicle Capacity: 101; Bicycle Capacity: 10,(212) 321-7542,Complete Address,9,WEST   31 STREET,,,,,NEW YORK,NY,10001,Manhattan,105.0,3.0,1087290.0,1008337502.0,MN17,1005.0,76.0,40.74681,-73.986575
2000588-DCA,SP PLUS CORPORATION,,BA-1538654-2022,Garage & Parking Lot,Premises,Surrendered,11/08/2013,03/31/2025,Vehicle Capacity: 262; Bicycle Capacity: 21,2123217542,Complete Address,90,OCEANA DR,,,,,BROOKLYN,NY,11235,Brooklyn,313.0,48.0,3350158.0,3087208005.0,BK19,2002.0,61002.0,40.57647,-73.958862
2021178-DCA,SP PLUS CORPORATION,,BA-1536932-2022,Garage & Parking Lot,Premises,Voided,04/16/2015,03/31/2025,Vehicle Capacity: 225; Bicycle Capacity: 20,2123217542,Complete Address,100,WEST   57 STREET,,,,,NEW YORK,NY,10019,Manhattan,105.0,6.0,1023456.0,1010090029.0,MN17,5000.0,137.0,40.76443,-73.97747
1257438-DCA,56-57 OPERATING CORP.,,BA-1128805-2022,Garage & Parking Lot,Premises,Surrendered,06/01/2007,03/31/2023,Vehicle Capacity: 20; Bicycle Capacity: 0,2129299404,Complete Address,409,W 56TH ST,,,,,NEW YORK,NY,10019,Manhattan,104.0,6.0,1026869.0,1010660029.0,MN15,2000.0,139.0,40.7675,-73.986787
1466919-DCA,MP 144 LLC,,BA-1450680-2022,Garage & Parking Lot,Premises,Surrendered,06/11/2013,03/31/2025,Vehicle Capacity: 158; Bicycle Capacity: 16,2124903460,Complete Address,300,WEST  145 STREET,,,,,NEW YORK,NY,10039,Manhattan,110.0,9.0,1060788.0,1020447501.0,MN03,2000.0,259.0,40.82289,-73.942071
1070777-DCA,80TH REALTY LLC,,BA-1118054-2022,Garage & Parking Lot,Premises,Surrendered,01/04/2001,03/31/2023,Vehicle Capacity: 100; Bicycle Capacity: 10,2126500854,Complete Address,1514,YORK AVENUE,,,,,MANHATTAN,NY,10028,Manhattan,108.0,5.0,1050869.0,1015770001.0,MN32,6000.0,136.0,40.77221,-73.949823
1351985-DCA,CHAMPION PARKING 76 ST LLC.,,BA-1022267-2022,Garage & Parking Lot,Premises,Active,12/31/1900,12/02/2024,Vehicle Capacity: 58; Bicycle Capacity: 6,2123085959,Complete Address,205,WEST   76 STREET,,,,,NEW YORK,NY,10023,Manhattan,107.0,6.0,1087660.0,1011687501.0,MN12,5001.0,163.0,40.78143,-73.980281
0974656-DCA,SLOPE CAR PARK INC.,,BA-1524396-2022,Garage & Parking Lot,Premises,Surrendered,08/18/2011,03/31/2025,Vehicle Capacity: 149; Bicycle Capacity: 15,2122216111,Complete Address,429,12TH ST,,,,,BROOKLYN,NY,11215,Brooklyn,306.0,39.0,3026299.0,3010960055.0,BK37,2000.0,151.0,40.66463,-73.982096
2019936-DCA,SP PLUS CORPORATION,,BA-1543223-2022,Garage & Parking Lot,Premises,Voided,03/24/2015,03/31/2025,Vehicle Capacity: 318; Bicycle Capacity: 21,2125025490,Complete Address,910,9TH AVE,,,,,NEW YORK,NY,10019,Manhattan,104.0,6.0,1082934.0,1010490001.0,MN14,4000.0,145.0,40.76873,-73.985108
1364538-DCA,CHAMPION PARKING 81 LLC,,BA-1238333-2022,Garage & Parking Lot,Premises,Surrendered,08/02/2010,03/31/2023,Vehicle Capacity: 114; Bicycle Capacity: 11,2125358005,Complete Address,1533,YORK AVENUE,,,,,NEW YORK,NY,10028,Manhattan,108.0,5.0,1050396.0,1015610021.0,MN32,2000.0,136.0,40.77281,-73.949415
2001477-DCA,SP PLUS CORPORATION,,BA-1564522-2022,Garage & Parking Lot,Premises,Voided,12/11/2013,03/31/2025,Vehicle Capacity: 349; Bicycle Capacity: 21,(212) 321-7542,Complete Address,300,CADMAN PLAZA WEST,,,,,BROOKLYN,NY,11201,Brooklyn,302.0,33.0,3001937.0,3002390001.0,BK09,1002.0,502.0,40.6952,-73.990869
2022177-DCA,SP PLUS CORPORATION,,BA-1557103-2022,Garage & Parking Lot,Premises,Surrendered,05/05/2015,03/31/2023,Vehicle Capacity: 182; Bicycle Capacity: 18,2125025490,Complete Address,141,COLUMBUS AVE,,,,,NEW YORK,NY,10023,Manhattan,107.0,6.0,1075637.0,1011190001.0,MN14,2000.0,149.0,40.7735,-73.981637
1409708-DCA,"LASALLE PARKING, LLC","HOWARD, LANCE",BA-1323127-2022,Garage & Parking Lot,Premises,Surrendered,09/30/2011,03/31/2025,Vehicle Capacity: 174; Bicycle Capacity: 17,2127143571,Complete Address,220,EAST    9 STREET,,,,,NEW YORK,NY,10003,Manhattan,103.0,2.0,1079839.0,1004640020.0,MN22,1000.0,38.0,40.72966,-73.988378
0368933-DCA,"BRICIN PARKING, CORP.",,BA-1128504-2022,Garage & Parking Lot,Premises,Expired,03/21/1997,03/31/2023,Vehicle Capacity: 50; Bicycle Capacity: 0,516-317-8268,Complete Address,511,EAST   80 STREET,,,,,MANHATTAN,NY,10021,Manhattan,108.0,5.0,1050870.0,1015770008.0,MN32,6000.0,136.0,40.77185,-73.949383
2028693-DCA,"LAZ PARKING NEW YORK/NEW JERSEY, LLC",LAZ PARKING NY/NJ,BA-1318507-2022,Garage & Parking Lot,Premises,Expired,09/22/2015,03/31/2023,Vehicle Capacity: 197; Bicycle Capacity: 20,8605227641,Complete Address,265,EAST   66 STREET,,,,,NEW YORK,NY,10065,Manhattan,108.0,5.0,1043873.0,1014210021.0,MN31,1000.0,118.0,40.76506,-73.961474
0367661-DCA,JAY B. REALTY CORPORATION,,BA-1319133-2022,Garage & Parking Lot,Premises,Surrendered,03/11/1997,03/31/2025,,2122658189,Complete Address,354,WEST   52 STREET,,,,,NEW YORK,NY,10019,Manhattan,104.0,3.0,1090939.0,1010420054.0,MN15,2000.0,133.0,40.76433,-73.98708
1420787-DCA,CHAMPION PARKING 68 LLC,,BA-1262866-2022,Garage & Parking Lot,Premises,Expired,03/05/2012,03/31/2023,Vehicle Capacity: 83; Bicycle Capacity: 8,2123085959,Complete Address,80,CENTRAL PARK WEST,,,,,NEW YORK,NY,10023,Manhattan,107.0,6.0,1028458.0,1011210029.0,MN14,6000.0,153.0,40.77375,-73.977767
2019758-DCA,SP PLUS CORPORATION,,BA-1544320-2022,Garage & Parking Lot,Premises,Voided,03/19/2015,03/31/2025,Vehicle Capacity: 61; Bicycle Capacity: 6,2123217542,Complete Address,267,WEST   47 STREET,,,,,NEW YORK,NY,10036,Manhattan,105.0,3.0,1086225.0,1010190001.0,MN17,2001.0,125.0,40.76002,-73.986536
0367917-DCA,ZENITH PARKING LLC,254 254 W 49 STREET,BA-1560873-2022,Garage & Parking Lot,Premises,Expired,05/18/2006,03/31/2023,Vehicle Capacity: 250; Bicycle Capacity: 21,212-686-9800,Complete Address,790,8 AVENUE,,,,,NEW YORK,NY,10019,Manhattan,105.0,3.0,1024771.0,1010207501.0,MN17,2000.0,125.0,40.76113,-73.98694
2033060-DCA,SP PLUS CORPORATION,,BA-1540084-2022,Garage & Parking Lot,Premises,Voided,02/05/2016,04/02/2024,Vehicle Capacity: 175; Bicycle Capacity: 18,2125025490,Complete Address,8,SPRUCE STREET,,,,,NEW YORK,NY,10038,Manhattan,101.0,1.0,1087485.0,1001007502.0,MN25,1008.0,1501.0,40.71124,-74.005396
0992413-DCA,CASTLE PARKING CORP.,,BA-1203936-2022,Garage & Parking Lot,Premises,Surrendered,08/12/1998,03/31/2025,Vehicle Capacity: 100; Bicycle Capacity: 10,7189334751,Complete Address,2846,WEBSTER AVE,,,,,BRONX,NY,10458,Bronx,207.0,15.0,2016236.0,2032730114.0,BX06,1000.0,397.0,40.86667,-73.88463
1182377-DCA,PRONTO PARKING CORP,,BA-1414068-2022,Garage & Parking Lot,Premises,Surrendered,10/12/2004,03/31/2025,Vehicle Capacity: 70; Bicycle Capacity: 7,2124903460,Complete Address,169,EAST   65 STREET,,,,,NEW YORK,NY,10065,Manhattan,108.0,4.0,,,MN40,2000.0,120.0,40.76565,-73.964622
2017912-DCA,SP PLUS CORPORATION,,BA-1566515-2022,Garage & Parking Lot,Premises,Voided,02/03/2015,03/31/2025,Vehicle Capacity: 157; Bicycle Capacity: 15,(212) 321-7542,Complete Address,455,MADISON AVE,,,,,NEW YORK,NY,10022,Manhattan,105.0,4.0,1035462.0,1012860021.0,MN17,1010.0,102.0,40.75811,-73.975393
2003718-DCA,EAST 29 PARKING LLC,,BA-1194186-2022,Garage & Parking Lot,Premises,Surrendered,02/20/2014,03/31/2023,Vehicle Capacity: 30; Bicycle Capacity: 0,2122624771,Complete Address,39,EAST   29 STREET,,,,,NEW YORK,NY,10016,Manhattan,105.0,2.0,1087770.0,1008597502.0,MN17,3003.0,74.0,40.74443,-73.984753
2011029-DCA,SP PLUS CORPORATION,,BA-1528474-2022,Garage & Parking Lot,Premises,Voided,07/22/2014,03/31/2025,Vehicle Capacity: 115; Bicycle Capacity: 11,2123217542,Complete Address,214,EAST   42 STREET,,,,,NEW YORK,NY,10017,Manhattan,106.0,4.0,1037547.0,1013150044.0,MN19,1002.0,88.0,40.75041,-73.973635
1342009-DCA,DANES PARKING CORP.,,BA-1232197-2022,Garage & Parking Lot,Premises,Expired,01/05/2010,03/31/2023,,6466441968,Complete Address,53,E 177TH ST,,,,,BRONX,NY,10453,Bronx,205.0,14.0,2128940.0,2028280001.0,BX41,1001.0,23301.0,40.84996,-73.909017
2021485-DCA,SP PLUS CORPORATION,,BA-1484539-2022,Garage & Parking Lot,Premises,Expired,04/22/2015,03/31/2023,Vehicle Capacity: 0; Bicycle Capacity: 10,2125025490,Complete Address,75,PARK PLACE,,,,,NEW YORK,NY,10007,Manhattan,101.0,1.0,1001415.0,1001270018.0,MN24,2005.0,21.0,40.71423,-74.011377
1383249-DCA,SP PLUS CORPORATION,,BA-1555210-2022,Garage & Parking Lot,Premises,Voided,02/24/2011,03/31/2025,Vehicle Capacity: 149; Bicycle Capacity: 14,2123217542,Complete Address,1360,FULTON STREET,,,,,BROOKLYN,NY,11216,Brooklyn,303.0,36.0,3329709.0,3018620001.0,BK61,1000.0,247.0,40.68019,-73.94593
2002326-DCA,CHAND SERVICE INC,SHELL,BA-1217447-2022,Garage & Parking Lot,Premises,Expired,01/07/2014,03/31/2023,Vehicle Capacity: 49; Bicycle Capacity: 0,917-287-0537,Complete Address,3083,WEBSTER AVENUE,,,,,BRONX,NY,10458,Bronx,207.0,11.0,2094758.0,2033310057.0,BX43,1000.0,425.0,40.87055,-73.877883
